"Hugo_Symbol"	"Frame_Shift_Del"	"Frame_Shift_Ins"	"In_Frame_Del"	"In_Frame_Ins"	"Missense_Mutation"	"Nonsense_Mutation"	"Nonstop_Mutation"	"Splice_Site"	"Translation_Start_Site"	"total"	"MutatedSamples"	"AlteredSamples"
"KLKB1"	0	0	0	0	1	0	0	0	0	1	1	1
"KMT2A"	0	0	0	0	1	0	0	0	0	1	1	1
"KNG1"	0	0	0	0	1	0	0	0	0	1	1	1
"KPNA3"	0	0	0	0	1	0	0	0	0	1	1	1
"KPNA5"	0	0	0	0	1	0	0	0	0	1	1	1
"KPNA7"	0	0	0	0	1	0	0	0	0	1	1	1
"KRBOX4"	0	0	0	0	1	0	0	0	0	1	1	1
"KRT1"	0	0	0	0	1	0	0	0	0	1	1	1
"KRT28"	0	0	0	0	1	0	0	0	0	1	1	1
"KRT3"	0	0	0	0	1	0	0	0	0	1	1	1
"KRT33A"	0	0	0	0	1	0	0	0	0	1	1	1
"KRT36"	0	0	0	0	1	0	0	0	0	1	1	1
"KRT6B"	0	0	0	0	1	0	0	0	0	1	1	1
"KRT6C"	0	0	0	0	1	0	0	0	0	1	1	1
"KRT79"	0	0	0	0	1	0	0	0	0	1	1	1
"KRT84"	0	0	0	0	1	0	0	0	0	1	1	1
"KRT86"	0	0	0	0	1	0	0	0	0	1	1	1
"KRTAP1-1"	0	0	0	0	1	0	0	0	0	1	1	1
"KRTAP10-7"	0	0	0	0	1	0	0	0	0	1	1	1
"KRTAP27-1"	0	0	0	0	1	0	0	0	0	1	1	1
"KSR1"	0	0	0	0	1	0	0	0	0	1	1	1
"KSR2"	0	0	0	0	1	0	0	0	0	1	1	1
"L1CAM"	0	0	0	0	1	0	0	0	0	1	1	1
"L3MBTL4"	0	0	0	0	1	0	0	0	0	1	1	1
"LAMA1"	0	0	0	0	1	0	0	0	0	1	1	1
"LAMA2"	0	0	0	1	0	0	0	0	0	1	1	1
"LAMA3"	0	0	0	0	1	0	0	0	0	1	1	1
"LAMB3"	0	0	0	0	1	0	0	0	0	1	1	1
"LAMC2"	0	0	0	0	1	0	0	0	0	1	1	1
"LARGE"	0	0	0	0	1	0	0	0	0	1	1	1
"LARP1"	0	0	0	0	1	0	0	0	0	1	1	1
"LAS1L"	0	0	0	0	1	0	0	0	0	1	1	1
"LATS2"	0	0	0	0	1	0	0	0	0	1	1	1
"LBX1"	0	0	0	0	1	0	0	0	0	1	1	1
"LCE1C"	0	0	0	0	1	0	0	0	0	1	1	1
"LCK"	0	0	0	0	1	0	0	0	0	1	1	1
"LCTL"	0	0	0	0	0	1	0	0	0	1	1	1
"LGALS1"	0	0	0	0	1	0	0	0	0	1	1	1
"LGALSL"	0	0	0	0	1	0	0	0	0	1	1	1
"LIPM"	0	0	0	0	1	0	0	0	0	1	1	1
"LMNTD1"	0	0	0	0	1	0	0	0	0	1	1	1
"LMO3"	0	0	0	0	1	0	0	0	0	1	1	1
"LMTK2"	1	0	0	0	0	0	0	0	0	1	1	1
"LMTK3"	0	0	0	0	1	0	0	0	0	1	1	1
"LOXHD1"	0	0	0	0	1	0	0	0	0	1	1	1
"LPAR4"	0	1	0	0	0	0	0	0	0	1	1	1
"LPCAT3"	1	0	0	0	0	0	0	0	0	1	1	1
"LPGAT1"	0	0	0	0	1	0	0	0	0	1	1	1
"LRCH1"	0	0	0	0	1	0	0	0	0	1	1	1
"LRCH2"	1	0	0	0	0	0	0	0	0	1	1	1
"LRCH3"	0	0	0	0	1	0	0	0	0	1	1	1
"LRIG3"	0	0	0	0	1	0	0	0	0	1	1	1
"LRIT1"	0	0	0	0	1	0	0	0	0	1	1	1
"LRP5"	0	0	0	0	1	0	0	0	0	1	1	1
"LRP8"	0	0	0	0	1	0	0	0	0	1	1	1
"LRRC32"	0	0	0	0	1	0	0	0	0	1	1	1
"LRRC37A3"	0	0	0	0	1	0	0	0	0	1	1	1
"LRRC45"	0	0	0	0	0	1	0	0	0	1	1	1
"LRRC4B"	0	0	0	0	1	0	0	0	0	1	1	1
"LRRC8C"	0	0	0	0	0	1	0	0	0	1	1	1
"LRRC8E"	0	0	0	0	0	1	0	0	0	1	1	1
"LRRD1"	0	0	0	0	0	1	0	0	0	1	1	1
"LRRIQ4"	0	0	0	0	0	1	0	0	0	1	1	1
"LRRK1"	0	0	0	0	1	0	0	0	0	1	1	1
"LSG1"	0	0	0	0	1	0	0	0	0	1	1	1
"LSR"	0	0	0	0	1	0	0	0	0	1	1	1
"LTBP1"	0	0	0	0	1	0	0	0	0	1	1	1
"LTK"	0	0	0	0	1	0	0	0	0	1	1	1
"LURAP1L"	0	0	0	0	1	0	0	0	0	1	1	1
"LYN"	0	0	0	0	1	0	0	0	0	1	1	1
"LYST"	0	0	0	0	1	0	0	0	0	1	1	1
"LYZL2"	0	0	0	0	1	0	0	0	0	1	1	1
"MAB21L1"	0	0	0	0	1	0	0	0	0	1	1	1
"MACF1"	0	0	0	0	1	0	0	0	0	1	1	1
"MAGEA1"	0	0	0	0	1	0	0	0	0	1	1	1
"MAGEA10"	0	0	0	0	1	0	0	0	0	1	1	1
"MAGEE2"	0	0	0	0	1	0	0	0	0	1	1	1
"MAGI1"	0	0	0	0	0	1	0	0	0	1	1	1
"MAMDC2"	0	0	0	0	1	0	0	0	0	1	1	1
"MAN1B1"	0	0	0	0	1	0	0	0	0	1	1	1
"MAOB"	0	0	0	0	1	0	0	0	0	1	1	1
"MAP1B"	0	0	0	0	0	1	0	0	0	1	1	1
"MAP2K4"	0	0	0	0	0	1	0	0	0	1	1	1
"MAP3K10"	0	0	0	0	1	0	0	0	0	1	1	1
"MAP3K13"	0	0	0	0	1	0	0	0	0	1	1	1
"MAP3K15"	0	0	0	0	1	0	0	0	0	1	1	1
"MAP3K19"	0	0	0	0	0	1	0	0	0	1	1	1
"MAP3K4"	0	0	0	0	1	0	0	0	0	1	1	1
"MAP3K9"	0	0	0	0	1	0	0	0	0	1	1	1
"MAP7"	0	0	0	0	1	0	0	0	0	1	1	1
"MAPK15"	0	0	0	0	1	0	0	0	0	1	1	1
"MAPKAPK5"	0	0	0	0	1	0	0	0	0	1	1	1
"MAPRE3"	0	0	0	0	1	0	0	0	0	1	1	1
"MARCH7"	0	0	0	0	1	0	0	0	0	1	1	1
"MARK4"	0	0	0	0	1	0	0	0	0	1	1	1
"MASTL"	0	0	0	0	1	0	0	0	0	1	1	1
"MATN4"	0	0	0	0	1	0	0	0	0	1	1	1
"MCC"	0	0	0	0	1	0	0	0	0	1	1	1
"MCCC1"	0	1	0	0	0	0	0	0	0	1	1	1
"MCHR2"	0	0	0	0	1	0	0	0	0	1	1	1
"MCM6"	0	0	0	0	0	0	0	1	0	1	1	1
"MDH1B"	0	0	0	0	1	0	0	0	0	1	1	1
"MDM2"	0	0	0	0	1	0	0	0	0	1	1	1
"MDN1"	0	0	0	0	1	0	0	0	0	1	1	1
"MECOM"	0	0	0	0	1	0	0	0	0	1	1	1
"MED12"	0	0	0	0	1	0	0	0	0	1	1	1
"MED13L"	0	0	0	0	1	0	0	0	0	1	1	1
"MED23"	0	0	0	0	0	1	0	0	0	1	1	1
"MEGF10"	0	0	0	0	1	0	0	0	0	1	1	1
"MEGF8"	0	0	0	0	1	0	0	0	0	1	1	1
"MEI1"	0	0	0	0	1	0	0	0	0	1	1	1
"MEIS1"	0	0	0	0	1	0	0	0	0	1	1	1
"METAP1"	0	0	0	0	1	0	0	0	0	1	1	1
"METTL15"	0	0	0	0	1	0	0	0	0	1	1	1
"METTL21B"	0	0	0	0	1	0	0	0	0	1	1	1
"METTL6"	0	0	0	0	1	0	0	0	0	1	1	1
"MFI2"	0	0	0	0	1	0	0	0	0	1	1	1
"MFRP"	0	0	0	0	1	0	0	0	0	1	1	1
"MGAT2"	0	0	0	0	1	0	0	0	0	1	1	1
"MGAT3"	0	0	0	0	1	0	0	0	0	1	1	1
"MIB2"	0	0	0	0	0	0	0	1	0	1	1	1
"MICAL1"	0	0	0	0	1	0	0	0	0	1	1	1
"MICAL3"	0	0	0	0	1	0	0	0	0	1	1	1
"MICALL2"	0	0	0	0	1	0	0	0	0	1	1	1
"MID1"	0	0	0	0	0	1	0	0	0	1	1	1
"MIER1"	0	0	0	0	1	0	0	0	0	1	1	1
"MIF4GD"	0	0	0	0	1	0	0	0	0	1	1	1
"MILR1"	0	0	0	0	1	0	0	0	0	1	1	1
"MIPOL1"	0	0	0	0	1	0	0	0	0	1	1	1
"MIS12"	0	0	0	0	1	0	0	0	0	1	1	1
"MLF1"	0	0	0	0	1	0	0	0	0	1	1	1
"MLLT10"	0	0	0	0	1	0	0	0	0	1	1	1
"MMP10"	0	0	0	0	1	0	0	0	0	1	1	1
"MMS22L"	0	0	0	0	1	0	0	0	0	1	1	1
"MNS1"	0	0	0	0	1	0	0	0	0	1	1	1
"MOAP1"	0	0	0	0	0	1	0	0	0	1	1	1
"MORC1"	0	0	0	0	1	0	0	0	0	1	1	1
"MPDZ"	0	0	0	0	1	0	0	0	0	1	1	1
"MPO"	0	0	0	0	1	0	0	0	0	1	1	1
"MRFAP1"	0	0	0	0	1	0	0	0	0	1	1	1
"MRM1"	0	0	0	0	1	0	0	0	0	1	1	1
"MROH1"	0	0	0	0	1	0	0	0	0	1	1	1
"MROH9"	0	0	0	0	1	0	0	0	0	1	1	1
"MRPL35"	0	0	0	0	0	1	0	0	0	1	1	1
"MRPL46"	0	0	0	0	0	1	0	0	0	1	1	1
"MRPL53"	0	0	0	0	1	0	0	0	0	1	1	1
"MRPS18B"	0	0	0	0	1	0	0	0	0	1	1	1
"MRS2"	0	0	0	0	1	0	0	0	0	1	1	1
"MRVI1"	1	0	0	0	0	0	0	0	0	1	1	1
"MS4A15"	0	0	0	0	1	0	0	0	0	1	1	1
"MTAP"	0	0	0	0	0	0	0	1	0	1	1	1
"MTG2"	0	0	0	0	1	0	0	0	0	1	1	1
"MTHFD1"	0	0	0	0	1	0	0	0	0	1	1	1
"MTL5"	0	0	0	0	1	0	0	0	0	1	1	1
"MTM1"	0	0	0	0	1	0	0	0	0	1	1	1
"MTMR8"	0	0	0	0	1	0	0	0	0	1	1	1
"MTO1"	0	0	0	0	0	0	0	1	0	1	1	1
"MUC21"	0	0	0	0	1	0	0	0	0	1	1	1
"MVB12B"	0	0	0	0	0	1	0	0	0	1	1	1
"MXRA5"	0	0	0	0	1	0	0	0	0	1	1	1
"MYCBP2"	0	0	0	0	1	0	0	0	0	1	1	1
"MYCN"	0	0	0	0	1	0	0	0	0	1	1	1
"MYH1"	0	0	0	0	1	0	0	0	0	1	1	1
"MYH13"	0	0	0	0	1	0	0	0	0	1	1	1
"MYNN"	0	0	0	0	1	0	0	0	0	1	1	1
"MYO16"	0	0	0	0	1	0	0	0	0	1	1	1
"MYO3A"	0	0	0	0	1	0	0	0	0	1	1	1
"MYO3B"	0	0	0	0	1	0	0	0	0	1	1	1
"MYO5B"	0	0	0	0	1	0	0	0	0	1	1	1
"MYOM1"	0	0	0	0	1	0	0	0	0	1	1	1
"MYZAP"	0	0	0	0	1	0	0	0	0	1	1	1
"N4BP3"	0	0	0	0	1	0	0	0	0	1	1	1
"NABP2"	1	0	0	0	0	0	0	0	0	1	1	1
"NACAD"	0	0	0	0	1	0	0	0	0	1	1	1
"NAGA"	0	0	0	0	1	0	0	0	0	1	1	1
"NANOG"	1	0	0	0	0	0	0	0	0	1	1	1
"NARS"	0	0	0	0	1	0	0	0	0	1	1	1
"NBEAL1"	0	0	0	0	1	0	0	0	0	1	1	1
"NBEAL2"	1	0	0	0	0	0	0	0	0	1	1	1
"NCAM1"	0	0	0	0	1	0	0	0	0	1	1	1
"NCDN"	0	0	0	0	1	0	0	0	0	1	1	1
"NCKAP1"	0	0	0	0	1	0	0	0	0	1	1	1
"NCOA6"	0	0	0	0	0	1	0	0	0	1	1	1
"NDNL2"	0	0	0	0	1	0	0	0	0	1	1	1
"NDP"	0	0	0	0	0	1	0	0	0	1	1	1
"NDUFB4"	0	0	0	0	1	0	0	0	0	1	1	1
"NEDD4"	1	0	0	0	0	0	0	0	0	1	1	1
"NEIL3"	0	0	0	0	1	0	0	0	0	1	1	1
"NEK4"	0	0	0	0	1	0	0	0	0	1	1	1
"NEK5"	0	0	0	0	1	0	0	0	0	1	1	1
"NELFCD"	0	0	1	0	0	0	0	0	0	1	1	1
"NEO1"	0	0	0	0	0	0	0	1	0	1	1	1
"NEXN"	0	0	0	0	1	0	0	0	0	1	1	1
"NFATC3"	0	0	0	0	1	0	0	0	0	1	1	1
"NFATC4"	0	0	0	0	1	0	0	0	0	1	1	1
"NFE2L1"	0	0	0	0	1	0	0	0	0	1	1	1
"NFKB2"	0	0	0	0	0	1	0	0	0	1	1	1
"NHP2"	0	0	0	0	0	0	0	0	1	1	1	1
"NID1"	0	0	0	0	1	0	0	0	0	1	1	1
"NIN"	0	0	0	0	1	0	0	0	0	1	1	1
"NIP7"	0	0	0	0	1	0	0	0	0	1	1	1
"NIPA1"	0	0	0	0	1	0	0	0	0	1	1	1
"NKRF"	0	0	0	0	1	0	0	0	0	1	1	1
"NLGN3"	0	0	0	0	1	0	0	0	0	1	1	1
"NLK"	0	0	0	0	0	1	0	0	0	1	1	1
"NLN"	0	0	0	0	1	0	0	0	0	1	1	1
"NLRC3"	0	0	0	0	1	0	0	0	0	1	1	1
"NLRP1"	0	0	0	0	1	0	0	0	0	1	1	1
"NMBR"	0	0	0	0	1	0	0	0	0	1	1	1
"NME7"	0	0	0	0	1	0	0	0	0	1	1	1
"NOD1"	0	0	0	0	1	0	0	0	0	1	1	1
"NOL10"	0	0	0	0	1	0	0	0	0	1	1	1
"NOL4L"	0	0	0	0	1	0	0	0	0	1	1	1
"NOSTRIN"	0	0	0	0	1	0	0	0	0	1	1	1
"NOTCH3"	0	0	0	0	1	0	0	0	0	1	1	1
"NOTCH4"	0	0	0	0	1	0	0	0	0	1	1	1
"NOTO"	0	0	0	0	1	0	0	0	0	1	1	1
"NOTUM"	0	0	0	0	1	0	0	0	0	1	1	1
"NOV"	0	0	0	0	1	0	0	0	0	1	1	1
"NOXRED1"	0	0	0	0	1	0	0	0	0	1	1	1
"NPAS3"	0	0	0	0	1	0	0	0	0	1	1	1
"NPAS4"	0	0	0	0	1	0	0	0	0	1	1	1
"NPHP4"	0	0	0	0	1	0	0	0	0	1	1	1
"NPM3"	0	0	0	0	1	0	0	0	0	1	1	1
"NPR1"	0	0	0	0	1	0	0	0	0	1	1	1
"NR2F1"	0	0	0	0	1	0	0	0	0	1	1	1
"NR3C2"	0	0	0	0	1	0	0	0	0	1	1	1
"NR6A1"	0	0	0	0	1	0	0	0	0	1	1	1
"NRARP"	0	0	0	0	1	0	0	0	0	1	1	1
"NRIP1"	0	0	0	0	1	0	0	0	0	1	1	1
"NRL"	0	0	0	0	1	0	0	0	0	1	1	1
"NRP2"	0	0	0	0	1	0	0	0	0	1	1	1
"NRROS"	0	0	0	0	1	0	0	0	0	1	1	1
"NSD1"	0	0	0	0	1	0	0	0	0	1	1	1
"NSRP1"	0	0	0	0	1	0	0	0	0	1	1	1
"NT5DC3"	0	0	0	0	0	1	0	0	0	1	1	1
"NTSR1"	0	0	0	0	1	0	0	0	0	1	1	1
"NUDT16"	0	0	0	0	1	0	0	0	0	1	1	1
"NUFIP2"	0	0	0	0	1	0	0	0	0	1	1	1
"NUGGC"	0	0	0	0	1	0	0	0	0	1	1	1
"NUP153"	0	0	0	0	1	0	0	0	0	1	1	1
"NUP205"	0	0	0	0	0	1	0	0	0	1	1	1
"NUP62"	0	0	0	0	1	0	0	0	0	1	1	1
"NUTM1"	0	0	0	0	1	0	0	0	0	1	1	1
"NUTM2G"	0	0	0	0	1	0	0	0	0	1	1	1
"NWD2"	0	0	0	0	0	1	0	0	0	1	1	1
"NXF1"	0	0	0	0	1	0	0	0	0	1	1	1
"NXNL1"	0	0	0	0	1	0	0	0	0	1	1	1
"NXPE2"	0	0	0	0	1	0	0	0	0	1	1	1
"NXPH1"	0	1	0	0	0	0	0	0	0	1	1	1
"NYAP2"	0	0	0	0	1	0	0	0	0	1	1	1
"OBSL1"	0	0	0	0	1	0	0	0	0	1	1	1
"OFCC1"	0	0	0	0	0	1	0	0	0	1	1	1
"OFD1"	0	0	0	0	0	1	0	0	0	1	1	1
"OGT"	0	0	0	0	1	0	0	0	0	1	1	1
"OPN4"	0	0	0	0	1	0	0	0	0	1	1	1
"OR10G2"	0	0	0	0	1	0	0	0	0	1	1	1
"OR10H5"	0	0	0	0	1	0	0	0	0	1	1	1
"OR10K2"	0	0	0	0	1	0	0	0	0	1	1	1
"OR11H12"	0	0	0	0	1	0	0	0	0	1	1	1
"OR1J4"	0	0	0	0	1	0	0	0	0	1	1	1
"OR2A12"	0	0	0	0	1	0	0	0	0	1	1	1
"OR2AG1"	0	0	0	0	1	0	0	0	0	1	1	1
"OR2F1"	0	0	0	0	1	0	0	0	0	1	1	1
"OR2H2"	0	0	0	0	1	0	0	0	0	1	1	1
"OR2K2"	0	0	0	0	1	0	0	0	0	1	1	1
"OR2L8"	0	0	0	0	1	0	0	0	0	1	1	1
"OR2M7"	0	0	0	0	1	0	0	0	0	1	1	1
"OR2S2"	0	0	0	0	1	0	0	0	0	1	1	1
"OR2T1"	0	0	0	0	1	0	0	0	0	1	1	1
"OR2T27"	0	0	0	0	1	0	0	0	0	1	1	1
"OR4B1"	0	0	0	0	1	0	0	0	0	1	1	1
"OR4C46"	0	0	0	0	1	0	0	0	0	1	1	1
"OR4L1"	0	0	0	0	1	0	0	0	0	1	1	1
"OR51F2"	0	0	0	0	1	0	0	0	0	1	1	1
"OR52B2"	0	0	0	0	1	0	0	0	0	1	1	1
"OR52I1"	0	0	0	0	0	1	0	0	0	1	1	1
"OR5AN1"	0	0	0	0	1	0	0	0	0	1	1	1
"OR5AU1"	0	0	0	0	1	0	0	0	0	1	1	1
"OR5D16"	0	0	0	0	1	0	0	0	0	1	1	1
"OR5T2"	0	0	0	0	1	0	0	0	0	1	1	1
"OR5T3"	0	0	0	0	1	0	0	0	0	1	1	1
"OR6B1"	0	0	0	0	1	0	0	0	0	1	1	1
"OR6C4"	0	0	0	0	0	0	0	0	1	1	1	1
"OR7A10"	1	0	0	0	0	0	0	0	0	1	1	1
"OR7A5"	0	0	0	0	1	0	0	0	0	1	1	1
"OR7G1"	0	0	0	0	1	0	0	0	0	1	1	1
"OR8D2"	0	0	0	0	1	0	0	0	0	1	1	1
"OR8G5"	0	0	0	0	1	0	0	0	0	1	1	1
"OR9A2"	0	0	0	0	1	0	0	0	0	1	1	1
"OR9G1"	0	0	0	0	1	0	0	0	0	1	1	1
"ORC2"	0	0	0	0	1	0	0	0	0	1	1	1
"OSBPL1A"	0	0	0	0	1	0	0	0	0	1	1	1
"OSGIN1"	0	0	0	0	1	0	0	0	0	1	1	1
"OTOGL"	0	0	0	0	1	0	0	0	0	1	1	1
"OTUB2"	0	0	0	0	0	0	0	1	0	1	1	1
"OVCH1"	0	0	0	0	0	1	0	0	0	1	1	1
"OXR1"	0	0	0	0	0	1	0	0	0	1	1	1
"OXSM"	0	0	0	0	1	0	0	0	0	1	1	1
"P2RX7"	0	0	0	0	1	0	0	0	0	1	1	1
"P2RY13"	0	0	0	0	1	0	0	0	0	1	1	1
"PACSIN1"	0	0	0	0	1	0	0	0	0	1	1	1
"PACSIN2"	0	0	0	0	1	0	0	0	0	1	1	1
"PADI2"	0	0	0	0	1	0	0	0	0	1	1	1
"PAK3"	0	0	0	0	1	0	0	0	0	1	1	1
"PAK6"	0	0	0	0	1	0	0	0	0	1	1	1
"PALB2"	0	0	0	0	1	0	0	0	0	1	1	1
"PALLD"	0	0	0	0	1	0	0	0	0	1	1	1
"PAM"	0	0	0	0	1	0	0	0	0	1	1	1
"PAPPA2"	0	0	0	0	1	0	0	0	0	1	1	1
"PBDC1"	0	0	0	0	1	0	0	0	0	1	1	1
"PBRM1"	0	1	0	0	0	0	0	0	0	1	1	1
"PCDH20"	0	0	0	0	1	0	0	0	0	1	1	1
"PCDHA13"	0	0	0	0	1	0	0	0	0	1	1	1
"PCDHA6"	0	0	0	0	1	0	0	0	0	1	1	1
"PCDHB11"	0	0	0	0	1	0	0	0	0	1	1	1
"PCDHB15"	0	0	0	0	1	0	0	0	0	1	1	1
"PCDHB2"	0	0	0	0	1	0	0	0	0	1	1	1
"PCDHB9"	0	0	0	0	1	0	0	0	0	1	1	1
"PCDHGA10"	0	0	0	0	1	0	0	0	0	1	1	1
"PCDHGA12"	0	0	0	0	1	0	0	0	0	1	1	1
"PCDHGC3"	0	0	0	0	1	0	0	0	0	1	1	1
"PCLO"	0	0	0	0	1	0	0	0	0	1	1	1
"PCNA"	0	0	0	0	1	0	0	0	0	1	1	1
"PCSK5"	0	0	0	0	0	1	0	0	0	1	1	1
"PDCD4"	0	0	0	0	0	0	0	1	0	1	1	1
"PDCL2"	1	0	0	0	0	0	0	0	0	1	1	1
"PDE11A"	0	0	0	0	1	0	0	0	0	1	1	1
"PDE2A"	0	0	0	0	0	0	0	1	0	1	1	1
"PDE3A"	0	0	0	0	0	1	0	0	0	1	1	1
"PDE4A"	0	0	0	0	1	0	0	0	0	1	1	1
"PDE5A"	0	0	0	0	1	0	0	0	0	1	1	1
"PDE6B"	0	0	0	0	1	0	0	0	0	1	1	1
"PDE6C"	0	0	0	0	1	0	0	0	0	1	1	1
"PDGFC"	0	0	0	0	1	0	0	0	0	1	1	1
"PDIA5"	0	0	0	0	1	0	0	0	0	1	1	1
"PDILT"	0	0	0	0	1	0	0	0	0	1	1	1
"PDLIM3"	0	0	1	0	0	0	0	0	0	1	1	1
"PDLIM4"	0	0	0	0	1	0	0	0	0	1	1	1
"PDZD3"	0	0	0	0	1	0	0	0	0	1	1	1
"PEBP4"	0	0	0	0	1	0	0	0	0	1	1	1
"PELI2"	0	0	0	0	1	0	0	0	0	1	1	1
"PELP1"	0	0	0	0	1	0	0	0	0	1	1	1
"PER2"	0	0	0	0	1	0	0	0	0	1	1	1
"PER3"	0	0	0	0	1	0	0	0	0	1	1	1
"PEX26"	0	0	0	0	1	0	0	0	0	1	1	1
"PEX5"	0	0	0	0	1	0	0	0	0	1	1	1
"PGC"	0	0	0	0	1	0	0	0	0	1	1	1
"PGGT1B"	0	0	0	0	1	0	0	0	0	1	1	1
"PGLS"	0	0	0	0	0	0	0	1	0	1	1	1
"PGM5"	0	0	0	0	1	0	0	0	0	1	1	1
"PHEX"	0	0	0	0	1	0	0	0	0	1	1	1
"PHF21A"	0	0	0	0	1	0	0	0	0	1	1	1
"PHKG2"	0	0	0	0	1	0	0	0	0	1	1	1
"PIAS3"	0	0	0	0	1	0	0	0	0	1	1	1
"PIGQ"	0	0	0	0	0	1	0	0	0	1	1	1
"PIGW"	0	0	0	0	1	0	0	0	0	1	1	1
"PIH1D2"	0	0	0	0	1	0	0	0	0	1	1	1
"PIK3IP1"	0	0	0	0	1	0	0	0	0	1	1	1
"PIK3R1"	0	0	0	1	0	0	0	0	0	1	1	1
"PITPNM2"	0	0	0	0	1	0	0	0	0	1	1	1
"PIWIL1"	0	0	0	0	1	0	0	0	0	1	1	1
"PJA1"	0	0	0	0	1	0	0	0	0	1	1	1
"PKHD1"	0	0	0	0	0	0	0	1	0	1	1	1
"PKHD1L1"	0	0	0	0	0	1	0	0	0	1	1	1
"PKN2"	0	0	0	0	1	0	0	0	0	1	1	1
"PKNOX1"	0	0	0	0	1	0	0	0	0	1	1	1
"PLA2G15"	0	0	0	0	1	0	0	0	0	1	1	1
"PLAT"	0	0	0	0	1	0	0	0	0	1	1	1
"PLBD2"	0	0	0	0	1	0	0	0	0	1	1	1
"PLCB3"	0	0	0	0	1	0	0	0	0	1	1	1
"PLCL2"	0	0	0	0	1	0	0	0	0	1	1	1
"PLD5"	0	0	0	0	1	0	0	0	0	1	1	1
"PLEKHA1"	0	0	0	0	0	1	0	0	0	1	1	1
"PLEKHA3"	0	0	0	0	1	0	0	0	0	1	1	1
"PLEKHB2"	0	0	0	0	1	0	0	0	0	1	1	1
"PLEKHH1"	0	0	0	0	1	0	0	0	0	1	1	1
"PLEKHH3"	0	0	0	0	0	0	0	1	0	1	1	1
"PLEKHM1"	0	0	0	0	1	0	0	0	0	1	1	1
"PLXNA2"	0	0	0	0	1	0	0	0	0	1	1	1
"PLXNA3"	0	0	0	0	1	0	0	0	0	1	1	1
"PM20D1"	0	0	0	0	1	0	0	0	0	1	1	1
"PMCH"	0	0	0	0	0	1	0	0	0	1	1	1
"PMEPA1"	0	0	0	0	0	1	0	0	0	1	1	1
"PMS2"	0	0	0	0	1	0	0	0	0	1	1	1
"PNMA2"	0	0	0	0	0	1	0	0	0	1	1	1
"PNMT"	1	0	0	0	0	0	0	0	0	1	1	1
"PNPLA1"	0	0	0	0	1	0	0	0	0	1	1	1
"PNPLA6"	0	0	0	0	1	0	0	0	0	1	1	1
"PNPLA7"	0	0	0	0	1	0	0	0	0	1	1	1
"PNPLA8"	0	1	0	0	0	0	0	0	0	1	1	1
"PNPO"	0	0	0	0	1	0	0	0	0	1	1	1
"POGK"	0	0	0	0	1	0	0	0	0	1	1	1
"POLB"	0	0	0	0	0	1	0	0	0	1	1	1
"POLD4"	0	0	0	0	1	0	0	0	0	1	1	1
"POLE4"	0	0	0	0	0	1	0	0	0	1	1	1
"POLH"	0	0	0	0	0	0	0	1	0	1	1	1
"POLM"	0	0	0	0	1	0	0	0	0	1	1	1
"POLQ"	0	0	0	0	1	0	0	0	0	1	1	1
"POLR3A"	0	0	0	0	1	0	0	0	0	1	1	1
"POLR3C"	0	0	0	0	1	0	0	0	0	1	1	1
"POLR3E"	0	0	0	0	0	0	0	1	0	1	1	1
"POMC"	0	0	0	0	1	0	0	0	0	1	1	1
"POMGNT1"	0	0	0	0	1	0	0	0	0	1	1	1
"POSTN"	0	0	0	0	1	0	0	0	0	1	1	1
"POTEM"	0	0	0	0	1	0	0	0	0	1	1	1
"POU2F2"	0	0	0	0	1	0	0	0	0	1	1	1
"POU3F3"	0	0	0	0	1	0	0	0	0	1	1	1
"POU5F1B"	0	0	0	0	1	0	0	0	0	1	1	1
"PPAP2A"	0	0	0	0	1	0	0	0	0	1	1	1
"PPARA"	0	0	1	0	0	0	0	0	0	1	1	1
"PPFIA1"	0	0	0	0	1	0	0	0	0	1	1	1
"PPFIA4"	0	0	0	0	1	0	0	0	0	1	1	1
"PPFIBP2"	0	0	0	0	1	0	0	0	0	1	1	1
"PPID"	0	0	0	0	1	0	0	0	0	1	1	1
"PPIP5K2"	0	0	0	0	1	0	0	0	0	1	1	1
"PPM1D"	0	0	0	0	0	1	0	0	0	1	1	1
"PPM1E"	0	0	0	0	1	0	0	0	0	1	1	1
"PPM1J"	0	0	0	0	1	0	0	0	0	1	1	1
"PPP1R3F"	0	0	0	0	1	0	0	0	0	1	1	1
"PPP2R1A"	0	0	0	0	1	0	0	0	0	1	1	1
"PPP2R3A"	0	0	0	0	1	0	0	0	0	1	1	1
"PPP2R3B"	0	0	0	0	1	0	0	0	0	1	1	1
"PRAMEF1"	0	0	0	0	1	0	0	0	0	1	1	1
"PRAMEF11"	0	0	0	0	1	0	0	0	0	1	1	1
"PRAMEF15"	0	0	0	0	1	0	0	0	0	1	1	1
"PRDM10"	0	0	0	0	1	0	0	0	0	1	1	1
"PRDM4"	0	0	0	0	0	1	0	0	0	1	1	1
"PRG2"	0	0	0	0	1	0	0	0	0	1	1	1
"PRG4"	0	0	0	0	1	0	0	0	0	1	1	1
"PRICKLE2"	0	0	0	0	1	0	0	0	0	1	1	1
"PRICKLE4"	0	0	0	0	1	0	0	0	0	1	1	1
"PRKAA1"	0	0	0	0	1	0	0	0	0	1	1	1
"PRKAB2"	0	0	0	0	1	0	0	0	0	1	1	1
